,surface_x,surface_y,bh_x,bh_y,standardized_operator_name,gross_perforated_length,number_of_stages,total_proppant,total_fluid,true_vertical_depth,ffs_frac_type,proppant_intensity,frac_fluid_intensity,average_stage_length,average_proppant_per_stage,average_frac_fluid_per_stage,proppant_to_frac_fluid_ratio,frac_fluid_to_proppant_ratio,bin_lateral_length,pad_id,relative_well_position,batch_frac_classification,well_family_relationship,frac_type,frac_seasoning,horizontal_midpoint_x,horizontal_midpoint_y,horizontal_toe_x,horizontal_toe_y,OilPeakRate
114,1060842.737,703395.7601,,,1323,1945.866142,,,,,,,,,,,,,0,102323,Unknown,Unknown,Unknown,Primary Frac,,,,,,
115,1266854.068,568469.8069,,,1323,1825.787402,,121712.8571,449692.7125,,,66.66321448,246.3006986,,,,0.270657838,3.694701801,0,103611,Unknown,Unknown,Unknown,Refrac,,,,,,
116,1324842.937,641741.1452,1324233.165,637357.9041,1022,4349.409449,,103428.5714,595520.4255,7220.472441,,23.77991142,136.9198353,,,,0.173677622,5.757794169,1,113918,Outer Well,Unknown,Infill Child Well,Primary Frac,,1324377.572,639314.6786,1324044.067,637399.1591,56.04762772
117,1313108.304,624225.0922,,,1349,,,,769556.6667,,,,,,,,,,,116223,Unknown,Unknown,Unknown,Primary Frac,,,,,,11.76190658
118,1317371.949,610838.9168,,,1022,3001.968504,,91428.57143,542141.3696,6554.133858,,30.45620609,180.595289,,,,0.168643414,5.92967123,1,103727,Outer Well,Unknown,Infill Child Well,Primary Frac,,1316841.403,608682.5356,1316529.813,607033.1969,172.988122
119,993735.3905,510118.4434,,,1048,2877.952756,,115090.7857,517331.0324,3955.708661,,39.99050557,179.7566105,,,,0.222470292,4.494982194,1,101942,Standalone Well,Unknown,Standalone Well,Primary Frac,,991787.1244,510395.5225,990313.5324,510598.335,
120,1075267.529,624922.4484,1074723.34,621035.2315,1030,3668.307087,,151000,995509.7969,9655.511811,Slickwater Crosslink Hybrid,41.1634022,271.3812594,,,,0.151681079,6.592780112,1,115451,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,24,1074790.596,622734.9537,1074451.452,621081.9825,19.15357439
121,1048874.908,698716.4711,1044445.718,699278.13,1213,3789.370079,,165625.8571,943108.7174,7182.086614,,43.7080184,248.8827161,,,,0.17561693,5.694211844,1,106654,Standalone Well,Unknown,Standalone Well,Primary Frac,,1046274.533,699029.1081,1044466.601,699437.6953,131.0646461
122,1037765.561,695046.1211,1033196.761,695633.2848,1272,3523.622047,,190000,,6953.740157,,53.92178771,,,,,,,1,100746,Standalone Well,Unknown,Standalone Well,Primary Frac,,1035182.356,695463.3276,1033220.045,695798.9448,19.77381258
123,1036648.471,689514.4649,,,1213,,,,,10531.49606,,,,,,,,,,105807,Unknown,Unknown,Unknown,Primary Frac,,,,,,5.892461229
124,1036648.471,689514.4649,,,1175,,,,,,,,,,,,,,,105807,Unknown,Unknown,Unknown,Primary Frac,,,,,,
125,1049890.454,574919.9497,,,1213,1922.244094,,76285.71429,609785.5944,9600.393701,,39.68575817,317.2258904,,,,0.12510252,7.993444121,0,104541,Standalone Well,Unknown,Standalone Well,Primary Frac,,1051486.258,574527.5717,1052443.122,574288.0852,0.76190488
126,1097276.572,691808.0783,,,1028,,,,,,,,,,,,,,,107674,,,,Primary Frac,,,,,,
127,1086700.408,769624.6366,1091200.722,768942.6345,1121,3813.976378,,152846.4286,573281.6125,8166.338583,,40.07534747,150.3107402,,,,0.26661666,3.750703356,1,103514,Standalone Well,Unknown,Standalone Well,Primary Frac,,1089223.258,769142.9471,1091171.47,768778.6067,230.8690833
128,1086977.371,770569.2059,1091433.395,770265.503,1121,3508.858268,,171000,,8212.598425,,48.73380084,,,,,,,1,103433,Outer Well,Unknown,Infill Child Well,Primary Frac,,1089471.693,770198.7042,1091341.74,769928.3835,166.2313749
129,1341023.962,634278.5195,1340865.066,629700.0591,1349,4522.637795,,,552565.1212,7093.503937,,,122.1776198,,,,,,1,101239,Standalone Well,Unknown,Standalone Well,Primary Frac,,1340841.018,631798.48,1340700.141,629711.6955,62.55953349
130,1136691.725,750118.1053,1132006.804,750797.1093,1121,3997.047244,,153429.9286,,7911.417323,,38.38581813,,,,,,,1,117247,Standalone Well,Unknown,Standalone Well,Primary Frac,,1133974.784,750628.1426,1132028.471,750982.5401,107.355969
131,1060665.389,662189.6711,,,1213,4074.80315,,278857.1429,1242883.192,6441.929134,,68.43450656,305.0167448,,,,0.224363114,4.457060628,1,109068,Standalone Well,Unknown,Standalone Well,Primary Frac,,1063198.41,661622.3166,1065141.044,661150.455,62.05953341
132,1097656.621,697903.8652,1102381.965,697380.068,1028,3740.15748,,65416.42857,213316.9378,7896.653543,,17.49028722,57.03421284,,,,0.306663077,3.260907733,1,114074,Standalone Well,Unknown,Standalone Well,Primary Frac,,1100560.446,697464.5161,1102362.322,697197.5454,13.32143063
133,1081796.905,770340.2125,1086037.501,769692.8147,1030,3868.110236,,127732.1429,503052.5779,8165.354331,,33.0218466,130.0512517,,,,0.253914101,3.938339768,1,106613,Standalone Well,Unknown,Standalone Well,Primary Frac,,1084244.814,769920.577,1086010.736,769540.22,145.8928797
134,1339618.634,634376.2937,1339212.071,629814.2714,1349,4291.338583,,,448607.7123,7069.88189,,,104.537944,,,,,,1,109198,Standalone Well,Unknown,Standalone Well,Primary Frac,,1339298.618,631882.6725,1338994.608,629826.1558,27.30952804
135,1044488.781,689318.1668,1045339.06,693907.5708,1213,4060.03937,,173616,1002165.572,6972.440945,,42.76214691,246.8364172,,,,0.173240835,5.772311145,1,108538,Standalone Well,Unknown,Standalone Well,Primary Frac,,1045156.307,691963.6529,1045668.872,693835.0138,57.25000886
136,1069972.702,643003.0861,1063276.88,643984.9674,1121,6210.629921,,174519.6429,855363.2038,6121.062992,,28.10015169,137.7256759,,,,0.20402987,4.901243148,1.5,117853,Standalone Well,Unknown,Standalone Well,Primary Frac,,1066439.346,643779.7138,1063362.65,644463.6754,12.35714477
137,1321637.009,589325.8319,1321031.818,585187.4896,1022,3368.110236,,176245.7143,5773691.108,6320.866142,,52.3277749,1714.222725,,,,0.030525657,32.75932769,1,116540,Outer Well,Unknown,Infill Child Well,Primary Frac,,1321258.389,586962.4103,1320938.669,585216.012,56.65477067
138,1320152.231,589823.5574,1319375.781,585330.8049,1022,3349.409449,10,113708.5714,579880.9231,6341.535433,,33.94884178,173.1293029,334.9409449,11370.85714,57988.09231,0.196089519,5.099711621,1,112027,Outer Well,Unknown,Sibling Well,Primary Frac,,1320025.981,587240.2266,1319873.643,585290.295,89.29723604
139,1322562.142,595701.4498,1323095.445,599477.7925,1022,3072.834646,,103428.5714,583902.8047,6465.551181,,33.65900979,190.0208999,,,,0.177133199,5.645469106,1,107706,Standalone Well,Unknown,Standalone Well,Primary Frac,,1323070.611,597948.3765,1323365.208,599465.5369,234.666703
140,1327756.805,620842.8986,1328214.625,625439.2464,1008,3576.771654,,,,6966.535433,,,,,,,,,1,110723,Outer Well,Unknown,Sibling Well,Primary Frac,,1328036.144,623470.0676,1328375.464,625417.3903,25.79762304
141,1329557.769,620528.3655,1330826.546,625061.9739,1008,2037.401575,,,,6947.834646,,,,,,,,,0,113214,Outer Well,Unknown,Sibling Well,Primary Frac,,1330631.036,623004.6896,1330989.677,625012.4389,11.14285887
142,1032605.64,609634.3923,1032773.997,605623.8542,1349,3724.409449,,,,9322.834646,,,,,,,,,1,104263,Standalone Well,Unknown,Standalone Well,Primary Frac,,1032325.326,607505.7238,1032253.003,605656.7422,116.4740827
143,1025339.947,610663.6866,,,1349,3683.070866,10,253504.2143,1410213.099,9373.031496,,68.82957822,382.8905689,368.3070866,25350.42143,141021.3099,0.179763055,5.562878326,1,104373,Standalone Well,Unknown,Standalone Well,Primary Frac,,1024803.356,608510.3982,1024542.415,606775.9861,106.2500164
144,1070185.296,728035.0435,1074705.362,727337.2453,1316,4124.015748,,314000,1839090.785,8170.275591,,76.13937947,445.946596,,,,0.170736541,5.856977021,1,112580,Standalone Well,Unknown,Standalone Well,Primary Frac,,1072680.837,727556.5746,1074676.889,727174.4802,86.40668004
145,991852.0495,568502.3375,988798.0332,568886.1627,1213,2623.031496,,,,7487.204724,,,,,,,,,1,103321,Standalone Well,Unknown,Standalone Well,Primary Frac,,990081.453,568876.9119,988832.5509,569106.6915,
146,991852.0495,568502.3375,,,1213,2248.031496,,159642.6429,777603.7513,7487.458632,,71.01441556,345.9042957,,,,0.205300762,4.870902519,0,103321,Standalone Well,Unknown,Standalone Well,Primary Frac,,990081.453,568876.9119,988832.5509,569106.6915,0.036904768
147,1338753.218,624543.5372,1339421.857,629117.8182,1008,,,,,,,,,,,,,,,105596,Unknown,Unknown,Unknown,Primary Frac,,1338997.112,626212.0602,1339301.29,628292.9949,4.231746687
148,1313253.89,585476.5465,1312835.962,580966.6116,1008,2714.566929,,,,6129.92126,,,,,,,,,1,110042,Standalone Well,Unknown,Standalone Well,Primary Frac,,1312883.514,582896.4807,1312594.773,580954.9276,105.559937
