,surface_x,surface_y,bh_x,bh_y,standardized_operator_name,gross_perforated_length,number_of_stages,total_proppant,total_fluid,true_vertical_depth,ffs_frac_type,proppant_intensity,frac_fluid_intensity,average_stage_length,average_proppant_per_stage,average_frac_fluid_per_stage,proppant_to_frac_fluid_ratio,frac_fluid_to_proppant_ratio,bin_lateral_length,pad_id,relative_well_position,batch_frac_classification,well_family_relationship,frac_type,frac_seasoning,horizontal_midpoint_x,horizontal_midpoint_y,horizontal_toe_x,horizontal_toe_y
29516,1070423.471,998283.9625,1080065.729,996812.7014,1164,9029.527559,22.0,1310714.2859999998,526877.5577,10642.71654,Slickwater Crosslink Hybrid,145.15867830000002,58.35051217,192.42125980000003,22158.15909,167244.8917,2.48770187,0.4019774279999999,2.0,109681,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,36.0,1075573.127,997506.1401,1080047.698,996818.9328
29517,934546.1495,945407.1194,943704.7899,940986.0363,1181,9362.204724,49.0,1087645.7140000002,8210803.722999999,11774.6063,Slickwater Linear Hybrid,116.1741007,877.0160411,191.0654025,22196.85131,167567.4229,0.132465195,7.549152831000001,2.0,113199,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,53.0,939482.6861,943106.812,943705.7809,940986.5556
29518,941081.8109,948005.9117,936750.7241,950202.1217,1296,4484.251969,49.0,903285.7143,5640977.873,11830.70866,Slickwater Only,201.4350934,1257.952923,191.0654025,22196.85131,167567.4229,0.160129278,6.244954152999999,1.0,112086,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,53.0,938737.2771,949229.3607,936750.3015,950201.4649
29519,918753.5365,959129.8429,914128.4138,949283.4515,1204,9532.480315,45.0,438535.2143,11429698.45,11465.55118,Slickwater Only,46.00431365,1199.026703,211.83289590000004,9745.226984,253993.2988,0.0383680479999999,26.06335381,2.0,116868,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,68.0,916058.204,953883.8036,913625.857,949533.2615
29520,947893.4839,937442.2153,943645.5351,939951.2627,1343,4360.236220000001,45.0,903000.0,4836821.88,11910.43307,Slickwater Only,207.0988713,1109.302715,211.83289590000004,9745.226984,253993.2988,0.186692837,5.3563918930000005,1.0,111297,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,34.0,945406.6209,939022.0767,943645.531,939951.328
29521,974131.1591,931082.7903,969436.1165,932793.1548,1296,4541.338583,45.0,940571.4286,6080945.441000001,11847.44094,Slickwater Linear Hybrid,207.1132578,1339.020496,211.83289590000004,9745.226984,253993.2988,0.154675196,6.465160706,1.0,115643,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,57.0,971507.0029,931917.7752,969437.517,932795.1098
29522,922025.1847,944935.9967,969436.1165,932793.1548,1181,9311.023622,51.0,1066369.071,8265903.279,11596.45669,Slickwater Linear Hybrid,114.5275874,887.7545171,182.5690906,20909.197480000003,162076.5349,0.129008172,7.751446942999999,2.0,108881,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,56.0,917114.2552,947383.8417,912915.1588,949356.1262
29523,993593.0697,1017517.817,989040.7423,1019762.457,1164,4234.251969,51.0,311428.5714,2429082.876,7819.881890000001,Slickwater Linear Hybrid,73.54984393,573.6746168999999,182.5690906,20909.197480000003,162076.5349,0.128208294,7.799807400000001,1.0,110495,Standalone Well,Unknown,Standalone Well,Primary Frac,56.0,991099.4244,1018741.333,989182.1141,1019662.232
29524,1008644.507,1013029.792,1004434.682,1015108.27,1164,4264.763779999999,51.0,308285.7143,2386519.869,7628.937008,Slickwater Linear Hybrid,72.28670337,559.5901655,182.5690906,20909.197480000003,162076.5349,0.129177937,7.741260003,1.0,113129,Standalone Well,Unknown,Standalone Well,Primary Frac,56.0,1006419.149,1014128.618,1004561.581,1015038.643
29525,950984.4195,919918.9403,946522.7228,921913.6123,1343,4624.015748,51.0,989857.1429,5380887.833,11989.17323,Slickwater Only,214.0687223,1163.682852,182.5690906,20909.197480000003,162076.5349,0.1839579589999999,5.436024654,1.0,111054,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,24.0,948507.1314,920925.0098,946536.4958,921933.1699
29527,933845.1995,933051.1128,927129.0852,936372.3745,1181,6810.03937,42.0,813510.0,5842150.19,12057.08661,Slickwater Linear Hybrid,119.4574592,857.8731887,162.1437945,19369.28571,139098.814,0.139248389,7.181411647999999,1.5,102806,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,51.0,930077.044,934909.0043,927129.6325,936371.6341
29528,977381.2587,936456.6704,927129.0852,936372.3745,1296,4519.685039,42.0,956428.5714,7244443.157000001,11937.99213,Slickwater Linear Hybrid,211.6139871,1602.864601,162.1437945,19369.28571,139098.814,0.132022372,7.574473801,1.0,108511,Standalone Well,Unknown,Standalone Well,Primary Frac,51.0,979655.4947,935049.2992,981687.7967,934088.2152
29529,945621.3035,956957.6177,941100.2735,958988.5605,1296,4848.425197,42.0,957000.0,6026152.932999999,11288.38583,Slickwater Linear Hybrid,197.3836784,1242.909334,162.1437945,19369.28571,139098.814,0.158807785,6.296920515,1.0,115476,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,59.0,943193.5021,957996.8315,941098.915,958988.7031
29530,917631.3334,936068.3453,908555.1408,940552.3524,1120,9032.480315,42.0,1334571.429,8187231.172,11445.86614,Slickwater Only,147.7524868,906.4211475,162.1437945,19369.28571,139098.814,0.163006443,6.1347268470000005,2.0,112180,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,47.0,912642.5577,938585.5148,908593.6122,940623.5682
29531,1005594.638,1029292.303,1000976.76,1031586.089,1164,4282.480315,42.0,308428.5714,2386209.869,7773.622047,Slickwater Only,72.02101323,557.2027642,162.1437945,19369.28571,139098.814,0.129254587,7.736669331,1.0,116468,Standalone Well,Unknown,Standalone Well,Primary Frac,47.0,1002635.679,1030756.096,1000977.238,1031585.291
29532,1034501.093,1015899.27,1000976.76,1031586.089,1164,4299.212598,42.0,300142.8571,2336826.862,8079.724409,Slickwater Only,69.81344846,543.54764,162.1437945,19369.28571,139098.814,0.128440349,7.785715389,1.0,116553,Standalone Well,Unknown,Standalone Well,Primary Frac,47.0,1036768.196,1014799.843,1038622.936,1013802.247
29533,918043.0021,936903.3356,908965.9973,941381.3951,1120,9031.496063,42.0,1352857.1430000002,8122593.209,11448.8189,Slickwater Only,149.7932495,899.3629796,162.1437945,19369.28571,139098.814,0.166554831,6.004028772000001,2.0,101274,Inner Well,Batch-Sequential Frac,Sibling Well,Primary Frac,31.0,913135.4919,939367.6002,908967.406,941348.1466
29534,918458.2887,937737.7702,909376.4136,942207.3424,1120,9226.377953,42.0,1379571.429,8283911.699,11545.27559,Slickwater Only,149.52470359999998,897.8508946000001,162.1437945,19369.28571,139098.814,0.166536231,6.004699378,2.0,117341,Inner Well,Batch-Sequential Frac,Sibling Well,Primary Frac,15.0,913397.7193,939821.1341,909277.2383,941929.6986
29535,919677.1634,940207.2738,910605.1059,944691.7727,1120,9313.976378,42.0,1355285.7140000002,8416845.624,11486.22047,Slickwater Only,145.5109675,903.6790821,162.1437945,19369.28571,139098.814,0.161020622,6.21038467,2.0,116572,Inner Well,Batch-Sequential Frac,Infill Child Well,Primary Frac,15.0,914672.0369,942626.4261,910581.1659,944681.8235
29536,918853.685,938537.4164,909783.7128,943036.888,1120,9552.165354,42.0,1422000.0,9031059.421,11428.14961,Slickwater Only,148.8667697,945.4463032,162.1437945,19369.28571,139098.814,0.15745661,6.350955993,2.0,110445,Inner Well,Batch-Sequential Frac,Sibling Well,Primary Frac,55.0,913954.3961,940995.196,909813.1389,943134.4716
29537,919265.414,939372.354,910177.5635,943874.7247,1120,9401.574803,42.0,1375571.429,8381769.488,11499.01575,Slickwater Only,146.3128739,891.5282453,162.1437945,19369.28571,139098.814,0.1641146809999999,6.093300074,2.0,101998,Inner Well,Batch-Sequential Frac,Sibling Well,Primary Frac,39.0,914338.4131,941771.4082,910178.6899,943875.3374
29542,943274.0707,940270.9148,939013.0181,942568.687,1272,4107.283465,42.0,2151285.714,3224700.213,11919.29134,Slickwater Linear Hybrid,523.773373,785.1175214,162.1437945,19369.28571,139098.814,0.6671273520000001,1.498964174,1.0,107260,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,49.0,940866.7211,941620.564,939034.9707,942711.7352
29544,918911.4972,937644.8547,939013.0181,942568.687,1181,6848.425197,37.0,834604.4286,5881703.982000001,11631.88976,Slickwater Linear Hybrid,121.8680798,858.8403629000001,185.0925729,22556.87645,158964.9725,0.141898408,7.047295438,1.5,103791,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,50.0,922639.0814,935783.7189,925654.436,934320.2359
29545,944308.7977,928765.6407,938166.4764,931842.6872,1343,6027.559055,37.0,1060571.429,5785375.157000001,11928.14961,Slickwater Only,175.9537184,959.8205682,185.0925729,22556.87645,158964.9725,0.183319387,5.454960412,1.0,106305,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,14.0,940940.7742,930502.462,938165.7012,931840.8343
29546,954955.8236,928218.7923,950498.8928,930292.4248,1296,4325.787402,37.0,516428.5714,4420568.577,11993.11024,Slickwater Only,119.3837153,1021.910734,185.0925729,22556.87645,158964.9725,0.116824015,8.559883828,1.0,100928,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,47.0,952465.3205,929361.5812,950503.0466,930245.0204
29547,1020799.91,1012941.848,1016384.071,1015117.328,1164,4289.370079,37.0,308285.7143,2312429.858,7566.929134,Slickwater Only,71.87202518,539.1070986000001,185.0925729,22556.87645,158964.9725,0.133316785,7.500930957,1.0,116132,Standalone Well,Unknown,Standalone Well,Primary Frac,47.0,1018280.393,1014181.706,1016382.866,1015119.405
29548,1005217.868,1005832.901,1009869.398,1003534.807,1164,4273.622047,37.0,308857.1429,2134210.83,7373.031496,Slickwater Only,72.27057972,499.3915715,185.0925729,22556.87645,158964.9725,0.14471726,6.910025815,1.0,105078,Standalone Well,Unknown,Standalone Well,Primary Frac,47.0,1007931.702,1004497.726,1009871.311,1003533.226
29549,941751.2243,947735.8041,950900.265,943350.3722,1296,9374.015748,50.0,1852571.429,12229904.89,11991.14173,Slickwater Only,197.6283674,1304.660161,187.480315,37051.42857,244598.0979,0.151478809,6.601583455,2.0,116656,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,46.0,946564.009,945501.6865,950900.2202,943348.3896
29550,919027.4564,958994.3376,914535.6558,949178.3945,1204,5298.228346,25.0,407157.8571,5241934.74,11469.48819,Slickwater Crosslink Hybrid,76.84792548,989.3750131,211.9291339,16286.31429,209677.3896,0.077673202,12.87445311,1.0,111424,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,19.0,916673.3484,953647.7447,914282.4406,949296.7364
29552,917328.3367,959853.4966,921795.4314,968407.0721,1204,9060.03937,25.0,1153285.7140000002,9591027.27,11357.28346,Slickwater Only,127.2936758,1058.607681,211.9291339,16286.31429,209677.3896,0.120246318,8.316262962,2.0,116352,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,35.0,919988.8167,964314.217,922231.0103,968168.1149
29555,968041.7811,929568.467,976971.9877,924594.1858,1296,9407.480315,25.0,1923571.429,10782206.14,11921.25984,Slickwater Only,204.4725436,1146.131141,211.9291339,16286.31429,209677.3896,0.178402398,5.605305831,2.0,108005,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,92.0,972681.2053,926662.0424,976974.3497,924592.7607
29556,968021.1131,929577.8383,977275.1777,925195.7674,1296,10019.68504,25.0,2003428.571,11329008.59,11999.01575,Slickwater Only,199.9492562,1130.67512,211.9291339,16286.31429,209677.3896,0.176840591,5.654810333,2.0,108005,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,88.0,973005.3713,927575.1494,977273.1519,925196.4537
29557,968043.2349,929602.8014,977585.1885,925818.303,1296,9924.212598,25.0,1992714.286,11467795.61,12061.02362,Slickwater Only,200.793188,1155.537076,211.9291339,16286.31429,209677.3896,0.173766115,5.754861944,2.0,108005,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,95.0,973177.7396,928188.3361,977626.4584,925841.5249
29558,1007788.131,1046632.51,1003162.957,1048320.551,1164,4270.669290999999,25.0,304714.2857,2255597.254,7786.417323000001,Slickwater Only,71.35047575,528.1601313,211.9291339,16286.31429,209677.3896,0.135092506,7.402335104,1.0,105065,Standalone Well,Unknown,Standalone Well,Primary Frac,95.0,1005167.473,1047428.988,1003161.163,1048318.221
29559,975098.5293,931968.2132,984237.4359,927383.184,1296,9519.685039,25.0,1129142.857,7323999.132999999,12042.32283,Slickwater Linear Hybrid,118.61136709999998,769.3530933999999,211.9291339,16286.31429,209677.3896,0.154170261,6.486335265,2.0,105131,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,42.0,979987.0492,929592.8941,984236.0858,927381.6646
29560,945913.978,957485.83,950600.5687,955307.7423,1296,4471.456693,32.0,920864.0,5761629.892000001,11626.9685,Slickwater Linear Hybrid,205.9427304,1288.5353220000002,139.7330217,28777.0,180050.9341,0.159826996,6.256765268,1.0,105212,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,58.0,948530.8709,956181.0498,950599.0177,955304.9446
29562,948995.1749,939716.344,944747.5956,942153.3184,1343,4437.007874,32.0,806714.2857,4151878.619,11889.76378,Slickwater Only,181.8149322,935.7383932,139.7330217,28777.0,180050.9341,0.194301028,5.146653149,1.0,109688,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,17.0,946632.0943,941224.9582,944746.0478,942154.3265
29563,965671.1252,924852.881,974620.3206,919829.8928,1296,9703.740157,32.0,2138000.0,9249924.622,12350.3937,Slickwater Only,220.3274166,953.2329259,139.7330217,28777.0,180050.9341,0.2311370189999999,4.326438083,2.0,109470,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,81.0,970257.0874,922010.9084,974622.7566,919829.309
29564,965688.1967,924844.0496,974920.7455,920438.2291,1296,9704.724409,32.0,2101285.714,9307881.714,12259.84252,Slickwater Only,216.5219357,959.1082984,139.7330217,28777.0,180050.9341,0.225753375,4.429612618,2.0,109470,Inner Well,Non-Batch Frac,Sibling Well,Primary Frac,84.0,970552.416,922606.7695,974926.4972,920445.7834
29565,965705.7269,924838.2908,975221.1114,921021.4448,1296,9894.685039,32.0,2135857.143,9091498.728,12107.28346,Slickwater Only,215.8590328,918.8264904,139.7330217,28777.0,180050.9341,0.234929048,4.256604314,2.0,109470,Outer Well,Unknown,Sibling Well,Primary Frac,84.0,970864.5868,923187.4492,975221.3615,921022.6029
29566,938113.1228,924217.858,945599.5047,920951.323,1049,7800.19685,32.0,1348571.429,3001669.203,11853.34646,Slickwater Linear Hybrid,172.8894096,384.8196732,139.7330217,28777.0,180050.9341,0.4492738329999999,2.225814027,1.5,104529,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,39.0,942079.2578,922658.7796,945686.3752,921002.1031
29567,938085.7168,924231.3772,931804.3091,928325.2062,1049,7358.267717000001,32.0,1267428.571,2756959.962,11811.02362,Slickwater Linear Hybrid,172.2455094,374.6751367,139.7330217,28777.0,180050.9341,0.459719615,2.175238924,1.5,104529,Outer Well,Non-Batch Frac,Sibling Well,Primary Frac,29.0,934988.8069,926671.6278,931805.8469,928327.2139
29568,938061.9086,924244.3596,931804.3091,928325.2062,1049,6948.818898,32.0,1178571.429,2661076.2090000003,11852.3622,Slickwater Linear Hybrid,169.6074464,382.9537435,139.7330217,28777.0,180050.9341,0.442892776,2.257882844,1.5,104529,Inner Well,Unknown,Sibling Well,Primary Frac,29.0,934751.2428,926157.5016,931562.9369,927822.1122
29569,919000.0644,959007.888,913578.6478,949664.7189,1204,9937.992126,24.0,490967.1429,10804540.17,11467.51969,Slickwater Linear Hybrid,49.40305211,1087.195485,414.0830052,20456.96429,180050.9341,0.045440818,22.00664613,2.0,111424,Inner Well,Batch-Concurrent Frac,Infill Child Well,Primary Frac,32.0,915488.5246,954187.2181,913103.831,949957.7497
29570,938034.5026,924257.8788,931369.5364,927063.2365,1049,7313.976378,24.0,1251000.0,2753496.819,11672.24409,Slickwater Linear Hybrid,171.04238999999998,376.4705649,414.0830052,20456.96429,180050.9341,0.454331377,2.201036626,1.5,104529,Outer Well,Unknown,Sibling Well,Primary Frac,32.0,934407.4589,925500.2881,931242.1051,927151.8904
29571,939507.5847,944692.2626,944490.5019,942229.5361,1181,4762.795276,24.0,1054857.143,6272702.614,11195.86614,Slickwater Linear Hybrid,221.4785818,1317.021256,414.0830052,20456.96429,180050.9341,0.168166293,5.946494894,1.0,106434,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,80.0,942347.7391,943275.8871,944463.9924,942264.6638
29573,944977.463,932035.2017,940765.1225,934120.1682,1343,4230.314961,24.0,787000.0,3319536.24,11990.15748,Slickwater Only,186.0381573,784.7019125,414.0830052,20456.96429,180050.9341,0.23708131,4.217962185,1.0,103139,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,24.0,942575.6137,933235.7649,940766.9396,934119.308
29575,944998.7456,932079.1686,949747.8214,929351.8459,1343,4761.8110240000005,24.0,1007142.857,3664619.436,11957.67717,Slickwater Only,211.5041635,769.5852308999999,414.0830052,20456.96429,180050.9341,0.274828771,3.638629227,1.0,103139,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,23.0,947712.3718,930425.1307,949746.6445,929351.6042
29576,916589.7866,960250.7005,911909.4584,950528.3729,1204,9107.283465,43.0,1312948.2140000002,10142070.07,11391.73228,Undefined,144.164637,1113.621873,211.7972899,30533.6794,235862.0946,0.129455644,7.724653539,2.0,108817,Outer Well,Batch-Concurrent Frac,Infill Child Well,Primary Frac,77.0,914139.998,955212.744,911839.3172,951096.0639
29577,1017846.158,910638.9804,1022278.958,908447.6568,1017,4858.267717000001,43.0,699714.2857,4387397.465,12404.52756,Slickwater Linear Hybrid,144.0254689,903.0785705,211.7972899,30533.6794,235862.0946,0.159482767,6.270269957999999,1.0,115491,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,77.0,1020274.572,909420.3579,1022290.674,908485.8185
29578,977159.8028,936009.3366,972315.6188,938540.5224,1296,4745.07874,43.0,982571.4286,5372973.2360000005,11854.33071,Slickwater Only,207.0716804,1132.325411,211.7972899,30533.6794,235862.0946,0.182872943,5.468277501,1.0,113481,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,91.0,974506.7989,937502.7571,972316.1688,938541.0576
29581,1033066.512,1015057.205,1038246.484,1012486.587,1208,4840.551181,43.0,184142.8571,1343865.708,4560.03937,Slickwater Only,38.04171266,277.62658789999995,211.7972899,30533.6794,235862.0946,0.137024746,7.297951866,1.0,102794,Standalone Well,Unknown,Standalone Well,Primary Frac,91.0,1036036.979,1013587.252,1038246.782,1012485.239
29582,1028753.09,920769.9192,1033158.178,918543.9235,1017,4583.661417,43.0,661714.2857,4526998.973999999,12224.40945,Slickwater Linear Hybrid,144.36369209999998,987.6381701,211.7972899,30533.6794,235862.0946,0.146170629,6.841319694,1.0,105017,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,67.0,1031346.249,919446.9833,1033157.967,918544.7169
29583,915402.3877,960916.69,910479.0076,951708.7464,1204,9444.88189,45.0,1402716.071,10395541.61,11371.06299,Undefined,148.51599919999998,1100.653426,209.8862642,31171.46825,231012.0358,0.134934391,7.411009128,2.0,114318,Standalone Well,Batch-Concurrent Frac,Standalone Well,Primary Frac,77.0,912352.5239,956122.7824,910008.7209,951976.2257
29590,964503.1927,923780.2052,960143.3324,925913.9204,1296,4332.677165,45.0,947142.8571,3951948.147,11919.29134,Slickwater Only,218.6045304,912.1261512,209.8862642,31171.46825,231012.0358,0.2396647989999999,4.172494273,1.0,109053,Unknown,Unknown,Unknown,Primary Frac,64.0,962844.6559,924591.8929,960819.2124,925583.1448
29591,1021864.17,932403.3915,1017531.74,934545.4701,1017,4416.338583,45.0,752857.1429,3636688.063,12156.49606,Slickwater Linear Hybrid,170.4708841,823.4622402000001,209.8862642,31171.46825,231012.0358,0.207017245,4.830515453,1.0,106038,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,55.0,1019435.744,933633.1123,1017458.67,934583.8282
29592,1028307.814,920990.1193,1023960.713,923135.7851,1017,4626.968504,45.0,660285.7143,4266639.16,12148.62205,Slickwater Linear Hybrid,142.7037408,922.1240985,209.8862642,31171.46825,231012.0358,0.1547554619999999,6.461807469,1.0,104344,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,52.0,1025781.913,921968.1054,1023780.599,922964.3746
29593,1023321.834,935355.8737,1018908.301,937544.9961,1017,4475.393701,45.0,653857.1429,3625280.061,9603.346457,Undefined,146.1004744,810.0471832000001,209.8862642,31171.46825,231012.0358,0.18036045,5.544452792,1.0,105480,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,58.0,1020932.896,936543.8015,1018906.28,937546.2462
29595,1024055.51,936839.1603,1019875.537,939285.169,1017,3938.976378,45.0,386857.1429,4373151.4860000005,11361.22047,Slickwater Linear Hybrid,98.21260798,1110.225365,209.8862642,31171.46825,231012.0358,0.088461866,11.30430591,1.0,115262,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,50.0,1021736.327,938409.2117,1019792.112,939334.2312
29596,950242.1841,941412.3009,954631.9668,939237.144,1343,4642.7165350000005,45.0,891857.1429,4710309.7530000005,11959.64567,Slickwater Only,192.0981253,1014.55898,209.8862642,31171.46825,231012.0358,0.189341506,5.281462161,1.0,106957,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,13.0,952746.8794,940130.9659,954632.5047,939237.0059
29598,953640.1086,924333.5434,963158.5653,920487.8108,1296,9157.480315,45.0,1835571.429,12047206.36,12337.59843,Slickwater Only,200.4450313,1315.559078,209.8862642,31171.46825,231012.0358,0.152364903,6.563191263999999,2.0,107520,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,68.0,958880.3629,922626.7386,963158.4975,920488.1915
29599,950263.4787,941456.2565,955110.2729,940196.2771,1343,4663.385827,45.0,951428.5714,4901702.306,11958.66142,Slickwater Only,204.0209853,1051.103745,209.8862642,31171.46825,231012.0358,0.194101663,5.151939361,1.0,106957,Inner Well,Batch-Sequential Frac,Infill Child Well,Primary Frac,12.0,953277.0418,941121.6066,955109.461,940198.0849
29600,1020147.233,927225.015,1024560.977,925034.2241,1017,4563.976378,45.0,871000.0,4456282.058999999,11670.27559,Slickwater Linear Hybrid,190.842355,976.4034013,209.8862642,31171.46825,231012.0358,0.195454414,5.116282501000001,1.0,117894,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,73.0,1022605.338,926004.485,1024561.425,925033.6851
29604,1023556.335,923334.2348,1019225.09,925462.284,1017,4426.1811020000005,45.0,590000.0,3674694.069,12172.24409,Slickwater Linear Hybrid,133.2977541,830.2177393,209.8862642,31171.46825,231012.0358,0.160557584,6.228295032,1.0,104761,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,54.0,1021076.73,924566.1024,1019139.477,925521.7247
29606,955775.6054,917765.548,951155.1218,919657.8147,1296,4606.299213,45.0,1013714.286,6295052.879,11325.7874,Slickwater Only,220.0713065,1366.618317,209.8862642,31171.46825,231012.0358,0.161033482,6.209888691000001,1.0,105464,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,29.0,953253.3352,918707.1791,951188.6341,919734.329
29618,1004186.811,1003719.312,1008552.783,1000896.605,1164,4304.133858,45.0,361000.0,2467538.382,7381.889764,Slickwater Only,83.87285616,573.2949911000001,209.8862642,31171.46825,231012.0358,0.146299649,6.835286376,1.0,107372,Standalone Well,Unknown,Standalone Well,Primary Frac,29.0,1006737.348,1002067.161,1008553.572,1000897.021
29619,999631.6063,915765.264,992215.7758,919087.6045,1213,6894.685039,45.0,952428.5714,4102004.409,12219.48819,Slickwater Only,138.139533,594.9516744,209.8862642,31171.46825,231012.0358,0.23218614,4.306889285,1.5,111040,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,35.0,995215.7245,917571.3172,992128.5478,919130.214
29620,999647.8963,915800.4885,992215.7758,919087.6045,1213,7024.606298999999,45.0,1017428.571,3249349.277,12364.17323,Slickwater Only,144.837807,462.5667458,209.8862642,31171.46825,231012.0358,0.313117638,3.19368786,1.5,111040,Standalone Well,Unknown,Standalone Well,Primary Frac,35.0,995543.1229,918189.7882,992417.3965,919693.3681
29621,957787.2649,945838.1613,948650.6888,950354.1692,1296,6323.818898,38.0,1017428.571,8683411.344,11531.49606,Slickwater Only,144.837807,1373.1277699999998,166.4162868,31171.46825,228510.8248,0.313117638,3.19368786,1.5,112264,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,40.0,954585.5128,947413.207,951676.602,948856.6006
29622,1032080.955,927549.4829,1037214.538,924712.0086,1017,5472.440945,38.0,629285.7143,5318174.823,10955.70866,Undefined,114.991778,971.8103633,166.4162868,31171.46825,228510.8248,0.118327384,8.451129117,1.0,117207,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,68.0,1034885.322,925856.5823,1037291.833,924690.7595
29623,1018843.206,913845.9538,1011851.225,917273.3845,1017,7160.433071,38.0,612142.8571,6439072.997,12052.16535,Slickwater Only,85.48964163,899.2574797,166.4162868,31171.46825,228510.8248,0.095066923,10.51890571,1.5,111309,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,56.0,1015089.465,915731.8053,1011853.401,917274.6598
29625,976575.1191,934953.7282,985965.7091,930848.2687,1296,9572.834646,38.0,2016428.571,11275448.33,12203.74016,Slickwater Only,210.640698,1177.858884,166.4162868,31171.46825,228510.8248,0.178833561,5.59179159,2.0,102390,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,126.0,981654.1259,932987.2965,985967.4908,930847.2284
29632,1038759.021,1026087.158,1043436.796,1023412.65,1164,4280.511811,38.0,204285.7143,2012985.312,8166.338583,Slickwater Only,47.72460007,470.2674354,166.4162868,31171.46825,228510.8248,0.1014839569999999,9.853774252,1.0,106372,Standalone Well,Unknown,Standalone Well,Primary Frac,126.0,1041336.777,1024369.909,1043235.201,1023433.788
29640,986750.7266,931399.5477,981835.6637,933827.296,1213,4651.574803,38.0,1221714.2859999998,5296185.855,11906.49606,Slickwater Only,262.6453056,1138.579101,166.4162868,31171.46825,228510.8248,0.230678137,4.33504455,1.0,106222,Standalone Well,Unknown,Standalone Well,Primary Frac,126.0,983870.41,932786.2304,981840.6707,933823.5992
29641,927632.4624,966519.4237,922567.4248,969039.7388,1187,4658.464567,38.0,659571.4286,5720442.695,11258.85827,Slickwater Only,141.5855845,1227.967416,166.4162868,31171.46825,228510.8248,0.115300767,8.672969215,1.0,115736,Standalone Well,Unknown,Standalone Well,Primary Frac,126.0,924737.0816,967977.7406,922570.2897,969039.434
29660,1022556.738,925111.3586,1014735.142,929085.6936,1017,7636.811024,38.0,1118857.143,6324000.978999999,12259.84252,Undefined,146.50842340000003,828.0944702,166.4162868,31171.46825,228510.8248,0.1769223539999999,5.652196993,1.5,113916,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,60.0,1018219.026,927645.4315,1014837.772,929323.5338
29666,1024242.368,929271.6655,1016665.732,933012.6633,1017,7649.606298999999,38.0,1118857.143,6324000.978999999,11748.0315,Undefined,146.50842340000003,828.0944702,166.4162868,31171.46825,228510.8248,0.1769223539999999,5.652196993,1.5,104084,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,0.0,1020121.542,931295.698,1016669.418,932975.8734
